Пюре фруктовое из груш Дары Кубани,60,0,15,0
Грибной суп-пюре,54,2,7,2
Сырники классические Пятерочка кафе,189,16,0,4
"салатный микс айсберг, кейл, радиччо Белая дача",26,2,4,0.35
пельмени сочные с фаршем на молоке Сибирская коллекция,218,9,21,11
Пицца с курицей и ананасом,178,12,12,9
"крабовый салат с кукуруза,огурцы, яйца",78,4,8,3
Топпинг варёная сгущёнка Bombbar,241,6,11,13
Горчица Казацкая традиционный вкус острая Торчин,158,6,13,7
Морковь жареная,50,2,6,3
Тушеная капуста с нежирной говядиной,64,7,3,2
суп щавельник,52,2,7,2
Суп рыбный из семги,45,4,4,2
Филе пангасиуса в кляре,138,16,5,6
Салат овощной с фетой,153,4,3,14
Суп куриный (с курицей и грибами),47,4,3,2
лапша быстрого приготовления с курицей на домашнем бульоне Роллтон,412,8,52,19
рис с курицей,50,2,6,1
хлопья овсяные с курагой Ясно Солнышко,350,11,58,6
паштет с индейки,162,9,5,12
Блинчики с вишней Бабушка Аня,180,4,34,3
горбуша запеченая с овощами,221,21,4,13
Хек тушенный с овощами,85,12,4,4
лапша со вкусом говядины Домшим,400,8,51,18
Вареники с картошкой Три медведя,177,5,38,3
"салат кальмары, огурцы, яйца, майонез",103,12,1,6
уха из хека с картофелем,78,8,8,1
Голубцы с говядиной,121,7,8,6
Щи из свежей капусты на мясном бульоне,24,3,2,0.3
борщ на курином бульоне со свеклой без мяса,25,2,4,0.38
Куриное филе в духовке с ананасом и сыром,163,14,5,9
салат с капустой свежий,43,1,5,2
овсянка с бананом,129,2,14,0.8
запеканка картофельная с курицей,110,10,10,3
Солянка,69,5,3,5
Гречка со свининой,151,9,11,8
гуляш из курицы с подливкой,104,11,4,4
Гречка на кефире,51,4,8,0.2
шампиньоны фаршированые курицей с сыром,106,12,2,6
Горчица домашняя Верес,132,4,14,5
сырники на манке без муки,152,14,11,2
Бутерброд с красной рыбкой Bigler,274,9,0,18
суп фасолевый с курицей,39,3,5,0.9
Рисовый суп на курином бульоне,40,2,6,0.5
"Суп с белокочанной капустой, картофелем, морковью",17,0,4,0
Салат Спаржа по-корейски Leor,150,10,4,10
Блины с мясом Мираторг,160,6,19,7
Салат крабовый (со сметаной),112,9,15,1
Мясные подушечки классические Брестский мясокомбинат,256,9,27,12
Суп с пшеном,57,3,6,2
Каша 5 злаков на воде,90,3,18,0.8
Двойной чизбургер Макдональдс,254,15,18,13
Суп овощной на говяжьем бульене,47,2,6,2
щавелевый суп со свининой и картошкой,120,11,6,6
Куриная отбивная с сыром,234,17,2,17
ежики с рисом,207,11,14,12
кефир 2.5% Минская марка,50,3,4,2
Макароны с овощами,115,2,22,4
Салат листовой свежий микс Зелена Країна,14,1,0,0.5
Крупа гречневая алтайская Passim,350,13,57,2
Суп со звездочками куриный,45,3,5,2
Колечки Моя сладкая провинция,380,8,0,2
Жареный рис с яйцом,171,4,20,8
Капустняк с грудкой,69,12,4,0.5
суп рисовый с говядиной,49,0.3,3,3
Бутерброд Сэндвич микс с салями и копченой курицей Snack Time Gulfstream,286,9,34,13
печень куриная с морковкой и луком,134,19,3,5
Суши с огурцом,90,2,19,0.7
"салат редиска, огурец и помидор",32,0.8,0,2
Суп борщ с курицей Главсуп,38,2,3,2
капуста квашеная с морковью и хреном Мистер салат,22,2,4,0
Салат Винегрет Родинна ковбаска,126,2,7,10
Молозиво печеное в духовке,187,22,13,2
минтай тушеный со сметаной,110,17,1,4
Овсянка на воде с сахаром,74,2,15,1
горчица французская Щедро,123,10,14,3
Суп с вермешелью на курином бульоне,28,0.5,2,2
Хлеб Кукурузный ЭкоХлеб,242,8,49,2
Суп картофельный со свиной тушёнкой.,85,3,9,4
Шампиньоны жареные с луком,50,4,0.7,3
"Салат (ананас, сыр, копченая курица)",154,12,5,10
Салат из огурцов и помидоров без масла,18,0.85,0,0.19
Запеканка картофельная со свино-говяжьим фаршем,142,7,7,9
"'"Салат '"'"Зимний'"'"'"",280,2,12,25
чипсы стейк на углях 5G,420,9,66,13
Салат из свежих овощей,80,1,0,4
бабка со свининой,151,5,13,8
Салат Цезарь Vita Verde,16,1,3,0.2
Лапша быстрого приготовления Hot Chicken острая курица и крем карбонара buldak carbonara noodles Samyang,393,8,63,12
Салат со свеклой,72,2,11,2
Куриная котлета с кабачком,101,10,2,6
хлеб тостовый Край Каравай,272,8,51,4
Морковка по-корейски Санта Бремор,76,0.7,11,3
"'"Пюре чернослив '"'"Фрутоняня'"'"'"",74,0,18,0
Овсяная каша с вишней Увелка Доброе утро,350,10,0,4
Биток куриный Новус Novus,150,20,0,5
"Манты свинина, говядина",269,7,31,13
салат с авокадо и помидорами,82,1,4,6
Омлет со шпинатом,142,7,1,12
паста шоколадная с фундуком Mulatta Chikalab,487,23,9,34
Бутерброд с плавленым сыром и огурцом,148,6,24,4
Печеный картофель с куриным мясом и овощами,80,6,9,2
 деликатесный провансаль Марианна,250,0,6,25
Пицца с ветчиной и грибами,239,12,27,10
Макароны по-флотски из твердых сортов пшеницы (свинина-говядина),278,13,29,12
Смузи детокс чиа жимолость вишня клубника яблоко BioNergy,70,0.5,15,1
Суп молочный с рисом,54,2,5,3
Суп овощной с рисом,38,4,4,0.7
Лапша быстрого приготовления Роллтон с острой курицей на домашнем бульоне Rollton,413,8,52,19
Суп-пюре из брокколи,32,3,3,1
Быстросуп суп куриный с лапшой Gallina Blanca,340,2,72,2
Каша гречневая с тушёнкой,167,8,12,10
макароны со свининой,217,11,15,12
"Овсяная каша на воде со сахаром, маслом и солью",123,3,20,5
Салат с фасолью и курицей,150,11,16,5
Каша молочная гречневая Беллакт,68,3,8,3
Рассольник с курицей,60,3,4,3
Блины с ветчиной и сыром Булки про,203,10,10,12
"Бутерброд с авокадо, сыром и яйцом Пашот",230,8,17,13
Суп куриный со вкусом курицы с лапшой Reeva,340,3,69,5
Куриный бульон с лапшой,72,3,0,1
Суп куриный с перловкой,31,4,3,0.3
Грецкие орехи очищенные Haps,683,20,3,64
Салат Романо,17,1,1,0.3
Сосиска в тесте Влюбленный пекарь,230,12,24,14
Пельмени классика Цезарь,304,9,28,17
Суп с красной рыбой,35,3,4,1
яичный скрембл GF,399,32,24,19
суп гороховый с копчёными ребрышками,50,2,6,2
Мисо суп Леовит,340,8,54,10
Капуста квашеная с клюквой Leor,30,2,6,0.1
салат из капусты и кукурузы,77,4,0,4
круассан с ветчиной и сыром Мираторг,393,11,27,27
Панини с курицей Гама,256,12,31,11
Каша Гречневая с Грибами и Жареным Луком Ясно Солнышко,320,11,55,3
Котлета куриная с морковью в духовке,125,15,7,4
бутерброд с ветчиной и сыром Вкусвилл,244,11,31,9
куриная грудка запеченая с майонезом,167,21,0.5,8
Блинчики с ветчиной и голландским сыром Галя Балувана,296,12,27,16
Мясо по-французски с ананасом,121,16,4,5
Рассольник без мяса,35,0.74,4,1
салат листовой Зеленая грядка,14,2,2,0
Куриное филе в сливках,141,20,0.7,6
Греческий салат с сиртаки,120,4,5,9
щи из свежей капусты на рёбрах,49,2,4,3
филе куриное вяленое,292,53,0,9
Рис экстра для плова Агро- Альянс,420,6,79,0.9
Аджика острая Махеевъ,33,1,15,0
капуста с морковью тушёная на воде,32,2,6,0.3
Гречка с курицей и грибами,118,7,15,3
горчица баварская Камако,133,10,17,3
Суп Солянка сборная мясная по-домашнему Пятёрочка,70,4,0,4
Гречка охотничья Леовит,320,12,53,6
Багет с сыром Сильпо,242,10,43,5
Вишневое желе Ростагроэкспорт,80,0,20,0
хлеб подовый Хуторок,234,11,44,1
Салат с курицей и грибами,76,13,1,2
овсяноблин сыром и помидором,163,9,15,7
суп из помид.по тоскански,251,6,45,5
Филе из Птицы в сыре,256,22,6,18
"Минтай запеченый с морковью , луком под сырной шубкой",74,11,3,2
Салат нисуаз с тунцом,142,7,6,10
Паштет французский с яблоком и инжиром Галерея Вкуса,430,8,6,42
Гречка с мясом и грибами,128,9,10,6
Ёжики с рисом (говядина-свинина),130,7,9,7
куриная отбивная с ананасом,122,16,4,4
Блинчики Мамины с печенью Ермолино,211,10,28,6
Куриная грудка в духовке с овощами,145,19,0.8,7
Горбуша тушеная с овощами,77,8,1,4
Паста с морепродуктами в сливках с чесноком,197,12,27,4
болгарский перец на гриле,36,2,6,0.4
Помидоры жареные,75,2,6,5
Тефтели говяжьи,235,20,8,12
Суп-харчо с говядиной,84,4,5,6
Омлет с сыром 3 яйца,247,15,0.65,20
"Салат морковь, редька, майонез",88,2,6,6
Бульон куриный Галина Бланка Gallina Blanca,190,4,21,10
Чашка супа Борщ с сухариками Knorr,325,7,53,10
Толстолобик маринованный,146,10,3,10
салат оливье без заправки,108,6,6,7
овощи тушёный с мясом,77,6,6,3
Картошка в духовке с молоком,93,2,10,5
Пюре картофельное курица Петра,359,7,74,4
Котлеты из индейки Ложкарев,143,8,18,5
Куырдак,120,9,6,6
Салат крабовый с капустой,86,4,10,3
Запеченые овощи с сыром,60,3,3,4
пюре индейка овощи Фрутоняня,72,4,5,4
Салат крабовый со свежим огурцом и рисом,129,4,14,6
куриный суп с плавленый сыром,135,11,10,8
Тарталетки курица и грибы,185,11,10,11
Сырники малина Самокат,287,11,25,16
вареники с картошкой Галя Балувана,157,5,26,4
"Салат из курицы, кукурузы, моркови по-корейски и майонеза",196,12,7,13
лапша быстрого приготовления с говядиной Алькони,515,10,67,22
Борщ с щавелем и яйцом,36,2,4,1
круасан с курицей,247,22,14,11
Салат листовой Пучок-Свіжачок,14,2,2,0.1
Онигири с тунцом и майонезом,170,6,30,3
Чипсы со вкусом сыра Золотистые Жайвир Жайвір,510,4,48,34
Каша пшеничная на молоке 2.5%,124,6,19,2
Чука салат из морских водорослей Fish House,130,2,8,10
кордон блю Мираторг,235,13,12,15
Пицца с морепродуктами,215,12,3,12
жаренное сало с луком,573,2,2,62
"'"Сендвич '"'"Лента'"'" с курицей и яйцом'"",211,5,18,13
Сосиска в кукурузном тесте Мираторг,325,9,10,28
Александров нуга с фундуком,510,10,39,35
Шаверма на тарелке,150,8,120,9
Котлеты домашние с грибами и сыром Петруха,170,12,5,11
Рулет из лаваша с рыбой,210,13,19,8
Капустняк из свежей капусты,47,2,2,4
Крупа гречневая Щедрый год,330,13,0,2
яишенка,177,12,0.68,13
картофель по селянски,127,3,15,6
Полуфабрикат быстрозамороженный Сырники с шоколадными дропсами Галя Балувана,211,15,17,9
Суп с пшеничной крупой,39,1,6,0.75
Фаршированное яйцо,146,13,1,10
Спагетти Лингвине,357,12,73,0
Омлет с кабачком,52,3,4,2
Чизбургер Вкусно и точка,256,14,0,11
Салат из редиса со сметаной,68,0.9,1,7
вареники с картофелем и грибами Рестория,200,6,35,4
Торт Сникерс дом,357,6,39,20
Омлет с курицей,127,16,1,6
Салат Щетка (Метла) без растительного масла,36,2,7,0.13
Салат с авокадо и с огурцом,90,1,5,7
Тушёный куриный окорочек без кожи,171,28,0,6
жареная брюссельская капуста,54,5,2,3
Сироп из топинамбура натуральный Teabreeze,267,0,66,0
Еврейский салат,318,12,13,24
поке с лососем,146,4,20,5
Буженина запечённая Брестский мясокомбинат,253,12,2,23
"Салат (свекла, горох, огурец)",70,2,10,2
Рисовая каша с изюмом,120,3,24,2
Суп-лапша с индейкой,27,3,4,0.2
Капуста квашеная кислая для щей Фэг,16,2,2,0
Лапша быстрого приготовления Кимчи Рамен Nongshim,436,8,67,15
суп перловый свинина,67,0,6,3
фруто няня цыпленок говядина,98,8,4,5
Гречневая лапша с курицей и овощами,119,10,12,3
Морковча острая Спар-томск,110,1,8,8
Суп пюре из цветной капусты,36,2,5,1
Плацинда с картошкой,186,3,23,10
 провансаль сметанный Ряба,620,0,2,67
Пюре индейка Фрутоняня,91,10,4,4
Ризотто с морепродуктами,155,8,21,7
Лазанья с мясом цыпленка Гранд Меню,142,8,0,4
Суп булгур куриный,45,6,4,1
Салат крабовый с рисом,195,6,11,14
Цукини запеченый,56,0,0,6
суп вермишелевый с колбасой,51,2,4,3
"Салат из рукколы, капусты пекинской и огурца с горчичной заправкой",77,2,2,6
Холодец говяжий Домашний Диво,46,6,0.3,2
куриная поэлья,330,9,65,4
Каша Овсяная с клюквой и яблоком Ясно Солнышко,360,9,65,5
"рулетики из ветчины, фаршированные сыром и чесноком",332,14,3,30
Салат 'Цезарь' с лососем.,240,17,9,11
Суфле куриное,164,30,2,4
Суп грибной с курицей,32,2,2,2
Бутерброд Бургер с курицей и  ----ом BBQ Фора,216,11,24,9
"Борщ с капустой, картошкой, куриным мясом",25,2,2,1
Чесночные гренки,236,3,63,0.5
Пюре из цветной капусты,66,3,6,4
Картофель запеченный в сметане,96,3,7,4
Суп гречневый с грибами и картошкой,43,1,6,2
Яичница с ветчиной,160,9,2,13
Свежие щи из индейки,22,3,2,0.5
Запеченая картошка с фаршем,120,8,11,5
Чипсы Hroom со вкусом сыра Снэк Продакшн,522,7,55,30
Спагетти с курицей и овощами,83,8,10,1
блины с творогом и изюмом ермолино,230,7,42,4
Салат сельдь под шубой классика ВкусВилл,167,6,5,14
Свекольник «Леовит»,260,8,38,0
томатная паста Ящик астраханских помидоров,107,4,15,4
Салат из фасоли и марковки,128,4,12,7
морская капуста в уксусно-масляной заливке Салат Витаминный 365 дней,78,1,5,6
Гороховый суп на курином бульоне,80,4,0,0.82
дымдама (дымлама),132,6,3,10
салат из помидоров огурцов и шпината с маслом,42,1,3,3
Котлеты на пару,231,15,0.8,18
драники с курицей,179,5,16,10
Пюре со вкусом курицы Горячая пюрешка! Тетя Соня,286,6,64,5
куриные отбивные с сыром и помидором,133,17,2,6
Овощные котлеты,102,15,4,3
Сырные нагетсы Мираторг,312,9,28,18
с мясом(свинина) и овощами,119,4,11,6
Паста с креветками со сливками,107,8,12,3
Бутерброд с мёдом,131,0,0,0
Лимонадик Яблоко арония клубника лимон базилик Фрутоняня,28,0,0,0
Капуста квашеная Алые паруса,19,2,3,0
суп со свининой и лапшой,49,2,4,3
Паштет с печенью Славянский мясокомбинат,190,10,2,16
Салат из морских водорослей чука с орехово-кунжутным  ----ом Лента,82,2,0,4
"Салат помидор, капуста, руккола, шпинат, реган (без масла)",23,2,4,0.1
Пельмени с маслом,218,11,0.74,15
Курица тушёная со сливками,114,16,3,4
куриный суп с яйцом,41,3,3,2
запеч. курица по-французски,77,11,4,2
Салат с крабовыми палочками,125,5,11,7
котлеты из куриной грудки с капустой,114,16,2,4
Блины с сыром и ветчиной Солнцепек,220,8,20,12
"огурец, помидоры и оливковое масло",58,0.8,4,4
сосиски сливочные Папа может,225,9,0,21
Вареники с картошкой и печенкой Своя линия Своя Лінія,274,8,58,1
Чипсы картофельные золотистые со вкусом бекон Жайвир Жайвір,510,4,48,34
Бутерброд с полукопченой колбасой Панини,260,9,34,10
Плов с курицей Самокат,140,5,0,6
Солянка колбасы и свинина,182,10,2,15
Котлета 'Пожарская',299,10,10,21
Картофель печёный с оливковым маслом,130,2,15,7
"Запеканка из куриного филе с яйцом,сыром и морковью",166,18,4,8
Онигири курица с грибами,114,4,22,1
салат с черносливом и курицей,171,12,7,7
окрошка с курицей на сметане с доставлением майонеза,72,4,3,4
"Салат помидоры, огурцы, брынза",54,3,4,3
Биточек из индейки и рикотты с овощами гриль Милти,89,6,4,5
утка жареная,266,23,0,20
Курица карри с рисом,167,8,15,8
Хинкали с сулугуни,278,15,3,13
Творог со сметаной и изюмом,210,11,13,12
Вареники с картофелем и грибами Цезарь,226,6,33,8
Блинчики с яблоком и корицей Бабушка Аня,150,4,27,3
макароны с куриной грудкой,286,11,49,4
Салат с капустой и майонезом,37,1,4,2
ролл с курицей милти,217,9,22,10
Пельмени Домашние рецепты,220,9,25,10
картофель жаренный Перекресток,111,2,19,3
Банош,163,4,18,8
Салат микс из руколы Vital,21,1,2,0
Салат Табуле,112,2,9,8
Котлеты Сочные Домилле,243,9,9,19
салат с ветчиной и сыром,290,12,3,23
оладьи из тыквы,135,4,5,11
йогурт Альпенгурт,75,3,16,0.1
"Салат с курицей, яйцом и овощами",99,10,4,5
Бандерики с курицей и сыром Галя Балувана,215,17,14,9
Рис Супер Басмати Агро-Альянс,340,10,75,0.2
салат Цезарь без заправки,68,6,2,5
Пицца Диабло Додо,214,8,28,7
Морковка по-корейски Летнее настроение,30,2,0,0
Салат Мимоза Лента,225,9,5,19
зразы картофельные с фаршем свиным,169,6,16,9
Оладушки пышные,146,6,22,3
Куринная отбивная в сыре,343,11,0.1,33
Лапша вок с курицей Рестория шеф,181,5,20,9
суп из чечевицы с индюшатиной,58,4,6,2
салат помидоры и сметана,60,2,5,5
Аджика армянская острая Кубаночка,64,0,16,0
Бутерброды с помидорами,130,3,18,5
Мяснушки Ложкаревъ,240,9,0,12
яичница с курицей и луком,182,12,1,14
Салат с курицей Сильпо,258,11,0,22
Салатный микс №2 Серджио Правило салата,24,2,4,0.2
Сардина с овощами Fish House,75,8,3,4
Салат со свеклой сыром и чесноком,211,7,8,17
Блины с ливером,302,13,12,18
зажарка морковь с луком Чумак,153,1,15,9
Курица терияки Львовские круассаны Lviv Croissants,283,12,20,17
Рис с зажаркой,181,3,25,8
салат с айсбергом,101,3,12,4
Суп Джин Рамен слабоострый Jin Ramen Mild Ottogi,416,10,66,12
Хостеры мини-сосиски в тесте Горячая штучка,230,8,0,13
Печёночный торт Самокат,111,8,0,4
Сыр жареный в панировке.,229,10,8,17
гречка с морковью и луком (в мультиварке),117,4,20,2
курица гриль ашан,184,22,1,9
Острый додстер Додо пицца,189,10,20,7
Капуста цветная отварная,29,2,4,0.3
Суп из чечевицы постный,46,2,7,1
катлеты из индейки,83,17,1,1
блины с печенью Ермолино,299,8,33,15
Свиные тефтели на пару,172,7,12,10
грибной суп с мясом,70,4,5,4
филе курицы увареное,154,30,1,3
Онигири с форелью и имберем Eat Великоросс,240,6,25,13
Кус-кус по-мароккански Жменька,330,10,72,0.4
Панини Гурман Гама,320,12,38,9
салат грибная поляна с шампиньонами,231,6,0,20
салат маринованный огурец,50,1,4,4
жвачка Chupa-Chups,286,0,71,0
Тушеная картошка с куриной печенью,134,18,1,6
колбаски баварские,363,12,18,35
Котлеты капустные,84,11,6,1
Стрипсы Вкусно и точка,225,14,0,10
варёное куриное крылышко,190,21,0,10
Салат из свежей капусты с огурцом Перекресток,122,2,6,10
Чечевичные котлеты,118,7,15,3
"'"'"'"Индана'"'" заправка корейская для спаржи и фунчозы'"",330,0.2,25,25
"овсяный блин(овс.мука 50г,яйцо1шт,молоко1%=100г)",148,8,17,5
Лапша быстрого приготовления Euro express,448,9,57,21
"'"Ролл '"'"Ай - твистер Чиз'"'" '"'"КФС'"'" KFC'"",256,10,23,14
Борщ на курином бульоне,43,4,3,2
котлеты куринные зап.,146,25,4,3
Подлива со сметаной и филе,140,20,8,3
спагетти с сыром Горгонзола,340,12,73,0
булочка с сыром и шпинатом,290,9,25,16
молодой картофель с укропом и маслом,78,2,12,2
подлив с куриным филе,125,22,6,2
Венгерская ватрушка,262,8,26,14
Суши с креветкой классика,229,15,38,3
Паштет печеночный гусь Рузком,314,7,4,30
Лазанья с курицей,378,30,33,13
Active&fit protein keny?r Pierre baguette,202,13,6,13
Пельмени с говядиной Ермолинские Ермолино,267,8,25,15
Гавайская смесь жареная,151,4,24,5
Запеканка из цветной капусты и куриного филе,111,7,3,6
 Классический густой Heinz,620,1,2,67
Кабачки запеченые с сыром и фаршем,137,8,3,10
чипсы куриные сыровяленые,125,20,0,5
Калифорния запеченная Почтальон суши,185,6,17,10
Кашка молочно-злаковая банан Ама Мама,74,3,0,2
Макароны с кусочками говядины,297,14,20,18
Щавелевый суп из свинины,65,4,1,5
Соте из баклажанов,38,0.9,5,2
Рис шлифованный камолино премиум Своя линия Своя Лінія,330,7,71,1
Салат сельдь под шубой Creative kitchen,229,4,7,20
бульон из говядины,4,0.6,0,0.2
Картошка печеная с луком и слив маслом,99,2,16,3
Блины с курицей Мираторг,141,6,18,5
Пельмени с охлажденным мясом курицы Мишутка Три Медведя Три ведмеді,214,11,27,7
Роллы с лососем и огурцом,128,8,22,2
поджарка из куриного филе,112,9,2,8
капуста тушёная с говяжьей тушенкой,86,5,4,5
Рассольник с мясом,62,1,5,4
Рулетики Devole фаршированные масло-чесночным ароматом Dania Express,139,14,9,5
Овощи для жарки И Зимой и летом,50,2,10,0.2
салат капуста огурец кукуруза сметана,70,2,8,3
Борщ зеленый со сметаной,35,2,3,2
Киш с лососем и шпинатом,197,10,14,12
Тефтели сибирские с гречкой Кухня большой страны,120,8,12,9
суп капустный,38,3,6,0
Сэндвич ролл с индейкой и тыквой Вкусвилл,188,11,24,5
"Салат с ростбифом, шпинатом и рукколой в медово-горчичном  ----е МИЛТИ",213,9,9,16
Салат Лечо,50,0.9,8,2
Роллини с творогом и зеленью Valesto,275,8,27,15
Томатная паста Итальянская Passata Di Pomodoro,26,1,4,0.1
Свинина с грибами в сметане,167,13,2,11
Пельмени Бигбули с мясом Горячая Штучка,240,8,0,10
Жаркое со свининой и картошкой.,349,12,23,23
шаурма с варёной колбасой и помидором,190,6,15,12
Роллини с курицей Novus,238,10,0,11
Пельмени сибирская коллекция с курочкой Сибирская коллекция,200,10,0,6
Голубцы со свиным фаршем,166,7,23,10
Сырники с вишневой начинкой Мираторг,200,10,17,5
Курица с макаронами,140,13,14,7
щи с квашеной капустой и курицей,36,2,0,1
Лаваш армянский тонкий бездрожжевой Мэри-Лайн,278,9,56,1
Телятина тушеная с овощами,72,9,4,2
салат помидоры чеснок сыр,163,5,4,14
Кабачковая икра Горынь,80,1,8,4
Салат из квашеной капусты,89,2,10,5
борщ из бульона на бедре индейки,49,5,4,1
Кускус с грибами овощами и сливками Holm's,341,13,67,2
гратен из картофеля,135,5,10,8
грибы гриль,37,3,4,1
морковь корейская острая Masiso,100,1,12,5
Яичница из 2 яиц с луком,90,5,5,7
Сырники жареные Перекресток вкусов,207,12,24,11
Багета с битком Гама,272,10,45,13
краснодарский  ---- томатный Рестория,80,1,20,0
"Салат (яйцо, колбаса, зелень, картошка, огурец)",120,6,5,7
рибні котлети з фаршу,141,19,5,4
Салат из свеклы Chudova Marka,82,4,10,3
каша овсяная с бананом на молоке Новокаша,300,11,51,6
"'"Сэндвич-ролл '"'"Цезарь'"'"'"",230,17,22,8
ПП оладьи на рисовой муке,180,7,28,3
Манты с тыквой,219,4,29,11
Котлеты По-Киевски Петелинка,240,14,8,17
горчица жгучая Uni Dan,91,7,11,2
свиное сердце тушеное,115,16,4,4
Уха из скумбрии,38,3,3,2
Блинчики с творогом По-домашнему Отец семейства,196,9,20,8
Треска запеченная с сыром,213,10,16,12
Капуста тушенная без мамла,30,2,5,0.1
Макароны по-флотски Кухня на районе,133,8,0,5
крупа гречана Посад,335,13,62,3
Чоризо фреш Додо Пицца,279,11,0,9
Пельмени говядина/свинина Ложкарев,290,8,38,12
салат козел в огороде(с майонезом),144,2,7,12
Панини Цезарь Deluxe Pan Panini,257,11,0,13
Крем-суп быстрого приготовления томатный Любисток,306,6,46,10
Суп овощной с перловкой,37,0.77,5,2
зелёный борщ с говядиной,73,6,4,4
капуста тушеная с говяд,76,7,4,4
Пицца Четыре сыра Цезарь,270,10,23,15
Сироп вишнёвый стевия,43,0.13,22,0
"салат с сельдереем, курицей и яблоком",133,6,4,11
 провансаль с перепелиными яйцами Деликатье,610,0.5,0.4,67
колбаски домашние куриные,94,17,1,2
Макароны с грибами и сыром,249,8,32,10
Салат цветочный микс Metro Chef,21,2,0,0.3
Пицца карбонара Доминос минск,224,10,0,9
"салат с тунцом, фасолью и яблоком Вкусвилл",97,4,14,3
салат 'беліссімо',19,1,0,0.17
Крем-суп из шампиньонов,95,6,9,4
Тыква жареная,86,2,7,6
Горчица Крепкая Руна,178,9,17,8
"салат плавленые сырки, яйца, чеснок,  28%",223,14,13,13
морковные котлеты,122,6,10,6
Фрикадельки с картофельным пюре Рестория шеф,100,4,9,6
"огурец, помидор, сметана 15%",24,1,3,0.86
Цезарь Burger King Бургер Кинг,219,8,24,10
сендвич-ролл ветчина сыр,179,5,18,9
Самое время салат с кальмаром Санта Бремор,290,4,9,26
плов с курицей Натур буфет,150,5,18,6
Печень с луком жареная,188,17,9,10
Борщ с килькой в томате,32,2,4,0.9
Картошечка по-деревенски Трюфельный  ---- Бульба chips,520,4,57,30
Лапша для лагмана,214,8,41,2
Бульон из конины,23,4,1,0.8
орама,213,11,20,10
крем-суп моментального приготовления Гороховый Street Soup,306,21,52,1
креветки Бургер Кинг Burger King,150,8,23,2
 Лука Золотой,550,0.3,2,60
Драники картофельные ВкусВилл,130,3,14,7
cахарозаменитель Best Time,20,0,0.2,0
Картофельное пюре с молоком Кунцево,360,10,80,0.3
Макароны с сосисками и сыром запеканка в духовке,272,13,23,14
слойка с сыром и колбасой,342,12,24,18
Суп сырный с креветками Милти,146,6,0,12
Паста с морепродуктами,150,13,2,7
Варёные спагетти с маслом и сосисками.,112,4,23,0.4
Огурцы + Помидоры с оливковым маслом,37,0.9,4,2
Перловый суп с грудкой,41,5,5,0.2
котлета зраза,247,17,10,15
Наггетсы Ермолино,152,14,15,4
Протеиновый томатный крем-суп Bionova,275,20,9,1
Котлета куриная с луком,192,19,2,12
Суп из сушеных грибов,43,1,5,2
блинчики с сыром,348,11,34,18
Мисо-суп с водорослями,115,6,17,3
Салат из куриной грудки и морковки по корейски,170,9,4,12
Творожный манник (9%),235,10,31,7
свинина в панировке,241,13,4,19
Ke?up jemny Kania,102,2,22,0.4
морковь по-корейски в майонезном маринаде Мистер салат,120,2,7,8
Молочная каша рисовая Маленькое счастье,86,2,0,1
Картофельная запеканка с мясным фаршем и сырным  ----ом Милти,146,6,9,10
Овощная поджарка,90,4,13,2
овсянка 5 злаков,334,11,71,3
 провансаль оливковый gusto Gusto,480,0.4,0,50
"салат из помидоров, сыра и яйца",120,7,2,9
салат черемша с яйцом,120,8,3,8
кулеш с курицей,120,7,18,2
суп-пюре грибной Creative kitchen,48,2,4,3
пшенно рисовая каша,127,3,23,3
Аджика томатная по-домашнему рецепту Помидора,46,0,10,0.09
Сироп со вкусом кокоса Syrup Coconut Emmi,256,0,64,0
фаршмак мой,230,11,3,20
индюшиная голень в духовке,170,20,0,7
Холодец домашний Окраина Богородский,64,6,0,4
запеканка из макарон с яйц,249,8,37,7
Котлеты куриные Фитнес Галя Балувана,228,20,0,4
салат из помидор и зелени,39,0.8,4,2
Картошка хрустящяя с беконом Файна Бульба,485,5,39,36
Ленивые голубцы без риса из куриного фарша,162,16,4,9
Суп пшеничный на курином бульоне без картофеля,46,4,4,2
блины замороженные с курицей Французские Еліка Элика,129,6,22,2
"'"Каша '"'"Масляный Король'"'" льняная с амарантом'"",283,34,12,11
Суп корейский с морскими водорослями ВкусВилл,306,18,54,2
Гречка с курицей Холодушка,180,7,29,4
Куриный суп из пакета с вермишелью express Rimi,327,9,0,2
Халык Сэндвич с колбасой и сыром Шужыкпен,275,11,0,12
трио гриль овощи на мангале Bonduelle,36,3,6,0.2
борщ с курицей без зажарки,41,5,5,0.2
Сырники ПП с изюмом,179,15,18,5
фасоль стручковая отварная с морковью,36,2,4,0.6
каша ячневая с подлив курин,89,6,9,3
салат любовница,195,8,13,13
Сироп Вишневый Топпинг,345,0,0,0
Суп с овощами без мяса,28,1,4,0.6
греча с печенью куриной,121,9,10,5
Салат-микс Цветочный Пучок-Свіжачок,21,2,0,0.3
сендвич с ветчиной и беконом Good Food,378,10,32,22
Пицца Guseppe четыре сыра Dr.Oetker,284,9,32,13
Лапша острая рамэн со вкусом курицы buldack hot chicken flavour ramen Samyang,352,7,61,10
Салат коул слоу из овощей Вкусвилл,113,1,6,9
салат московский,194,6,8,16
Пшенная каша с курицей,140,13,19,2
суп-пюре со вкусом курицы хрустящие сухарики Доширак,321,4,64,5
